State,Owner,County,Parcel #,Acres,Section,Township,Range,Starting Bid
Arkansas,HERMAN  WILKINS JR,PULASKI,23N0270004300,0.08,29,2N,11W,7483.47
Arkansas,STANLEY  NELSON,PULASKI,34L3040007300,0,18,1N,12W,4128.52
Arkansas,ERIC  CAFFEY,PULASKI,34L2020031400,0,10,1N,12W,16341.96
Arkansas,COPPER  RIVER LLC,PULASKI,34L1700000800,0.16,8,1N,12W,6548.32
Arkansas,SHELBIE LYNN  WRIGHT,PULASKI,34L1670010800,0,8,1N,12W,6615.19
Arkansas,LISA  SHORTRIDGE,PULASKI,34L1640014900,0,8,1N,12W,5972.84
Arkansas,ROBERT D & SVETLANA I  BRAY% RAIN-E-DAY,FULTON,110-10483-000,0,,,,100
Arkansas,ROBERT D & SVETLANA L   BRAY% RAIN-E-DAY,FULTON,110-10438-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,310-17877-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,305-17816-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,305-17804-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,305-17791-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,305-17657-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,305-17753-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17496-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17492-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17490-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17471-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17419-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17416-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17403-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17396-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17445-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17429-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  CVSID-FORECLOSURE,FULTON,295-17375-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17362-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17358-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17334-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17320-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,295-17313-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16499-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16460-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16426-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16414-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16395-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT  %CVSID-FORECLOSURE,FULTON,270-16411-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16117-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16083-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16061-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16054-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16052-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16042-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16040-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16032-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16012-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16028-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,260-16023-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,255-15799-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,250-15785-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,240-15212-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,235-15058-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,235-15057-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,235-14958-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14924-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14920-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14914-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14912-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14903-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14889-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14869-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14861-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14858-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14851-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14839-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14835-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14831-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14888-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14880-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14830-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14782-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14773-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14757-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14754-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14743-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14734-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14728-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14820-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14699-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14697-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14696-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,225-14637-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14714-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,230-14701-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,225-14601-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,225-14580-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,210-14058-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13974-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13936-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13935-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13922-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13866-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,205-13863-000,0,28,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,200-13772-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,200-13775-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13424-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13423-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13408-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13400-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13367-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13361-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13356-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13348-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13320-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,185-13319-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13269-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13248-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13223-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13183-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13177-000,0,22,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13160-000,0,23,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13137-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,175-13044-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,175-13043-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,180-13065-000,0,22,19N,06W,100
Arkansas,CHEROKEE  SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,170-12803-000,0,21,19N,06W,100
Arkansas,CHEROKEE VILLAGE SURBURBAN IMP%  CVSID-FORECLOSURE,FULTON,160-12347-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11823-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11812-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11806-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11785-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11766-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11738-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11727-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11828-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11824-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11659-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11640-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11606-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11480-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11472-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11465-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11431-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11611-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,145-11608-000,0,,,,100
Arkansas,ROBERT SR  LANDOSKEY,FULTON,130-11336-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,130-11333-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11423-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,135-11422-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP  %CVSID-FORECLOSURE,FULTON,115-10837-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP  %CVSID-FORECLOSURE,FULTON,115-10821-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP  %CVSID-FORECLOSURE,FULTON,115-10773-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMP%  CVSID-FORECLOSURE,FULTON,115-10718-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,240-15185-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,240-15147-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15139-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15104-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,235-15101-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15097-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15096-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15092-000,0,,,,100
Arkansas,DONALD D & DIANA C  FENDER,FULTON,235-15117-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15091-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15087-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15084-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15067-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15056-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,235-15042-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15021-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15089-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-15088-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14992-000,0,,,,100
Arkansas,RICKIE & DOTTIE  COOK,FULTON,235-14990-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14983-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14976-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14974-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14971-000,0,,,,100
Arkansas,DAVID  STRIZU,FULTON,235-14996-000,0,,,,100
Arkansas,DAVID  STRIZU,FULTON,235-14995-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14957-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14952-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14951-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14948-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14946-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,235-14944-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14943-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14936-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14956-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,235-14953-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14900-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14899-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14892-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14884-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14875-000,0,,,,100
Arkansas,PAUL J & KATIE  DAY,FULTON,230-14925-000,0,,,,100
Arkansas,LAJOY  DAIGLE,FULTON,230-14910-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14855-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14849-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14848-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14842-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14841-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14840-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14838-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14837-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14852-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14850-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14827-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14814-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14812-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14791-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14789-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14787-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14785-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14824-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14784-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14764-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14762-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14759-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14756-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,230-14753-000,0,,,,100
